1500_finish_s,3000_finish_s,5000_finish_s,mile1_s,mile2_s,mile3_s
212.94,460.22,1969.8,665.6,622.0,599.2
212.94,460.22,1963.6,648.6,626.4,628.0
212.94,460.24,2000.1,661.3,636.3,631.1
212.94,460.24,1991.1,655.1,591.9,666.5
212.94,460.25,2026.4,668.8,645.5,637.0
212.94,460.25,2013.5,636.0,662.0,655.0
212.94,460.26,2027.8,611.0,715.2,628.3
212.94,460.26,2048.1,611.0,680.3,699.0
212.94,460.28,2057.3,674.2,659.6,652.3
212.94,460.28,2058.7,697.1,664.2,640.0
212.94,460.28,2096.3,672.9,680.7,674.9
212.94,460.29,2080.3,621.7,747.2,643.9
212.95,460.3,2102.9,709.7,669.5,655.0
212.95,460.3,2102.1,669.0,670.2,691.5
212.95,460.3,2089.6,684.8,651.1,681.3
212.95,460.3,2088.5,695.2,674.9,667.7
212.95,460.3,2116.2,687.2,706.8,654.0
212.95,460.3,2127.7,650.7,696.6,711.4
212.95,460.3,2142.6,681.8,699.3,697.8
212.96,460.3,2132.8,698.5,683.0,689.7
212.96,460.31,2154.0,716.9,684.2,683.9
212.96,460.31,2156.4,656.9,734.5,702.6
212.96,460.31,2150.5,729.3,678.0,669.1
212.96,460.34,2172.6,706.5,675.9,712.5
212.97,460.34,2176.8,694.0,725.6,705.8
212.97,460.34,2167.8,709.3,658.2,739.5
212.97,460.34,2170.8,655.2,695.1,760.9
212.97,460.35,2189.1,718.9,716.1,677.5
212.97,460.36,2200.8,683.3,730.6,683.9
212.97,460.36,2205.2,712.0,688.2,712.7
212.97,460.37,2174.9,668.1,706.4,738.5
212.97,460.37,2204.6,679.1,745.5,692.4
212.97,460.39,2197.0,722.5,702.5,712.5
212.98,460.39,2197.2,671.8,742.1,720.8
212.98,460.39,2216.0,698.5,715.6,731.0
212.98,460.39,2219.7,696.7,733.2,726.1
212.98,460.4,2230.1,753.3,723.9,683.1
212.98,460.41,2220.5,674.4,769.3,708.5
212.98,460.42,2240.6,706.5,709.9,739.2
212.98,460.43,2221.6,724.3,719.7,709.4
212.98,460.43,2240.4,695.1,746.8,712.1
212.99,460.44,2248.7,696.4,708.7,736.7
212.99,460.44,2259.2,717.1,736.2,711.1
212.99,460.46,2232.9,713.7,730.0,739.2
212.99,460.46,2263.7,698.2,722.5,766.5
213.0,460.47,2253.8,766.8,740.7,680.7
213.0,460.47,2256.1,725.6,773.3,701.7
213.0,460.48,2278.2,699.8,756.4,746.8
213.0,460.49,2267.4,731.9,750.2,727.4
213.0,460.49,2293.2,722.9,723.5,761.8
213.0,460.49,2311.6,741.7,742.2,764.3
213.0,460.49,2327.2,696.0,764.6,788.1
213.01,460.49,2324.5,729.3,727.5,784.7
213.01,460.49,2311.3,782.3,700.8,761.1
213.01,460.49,2323.8,732.0,729.1,782.2
213.01,460.49,2326.1,786.4,750.5,710.9
213.01,460.52,2329.1,739.0,743.1,761.6
213.01,460.52,2339.7,739.0,746.4,774.0
213.01,460.55,2333.3,758.6,732.2,760.6
213.01,460.56,2321.4,727.0,749.3,770.4
213.02,460.56,2346.8,755.0,789.8,717.5
213.02,460.56,2332.3,788.2,756.1,723.7
213.02,460.57,2328.8,719.3,766.7,784.0
213.02,460.58,2341.3,773.2,754.2,738.9
213.02,460.58,2326.2,743.3,757.0,769.6
213.02,460.59,2340.7,755.5,738.5,780.1
213.02,460.6,2350.7,765.1,776.1,720.4
213.03,460.62,2353.9,732.1,789.3,744.8
213.03,460.62,2364.2,750.4,743.5,793.6
213.03,460.62,2363.9,735.9,764.3,778.1
213.03,460.63,2379.9,774.4,747.6,779.0
213.03,460.64,2372.2,718.1,808.2,762.5
213.04,460.64,2375.5,730.0,802.7,762.7
213.04,460.65,2372.7,784.0,756.2,751.8
213.04,460.66,2378.1,746.1,829.9,731.6
213.04,460.67,2369.0,737.2,792.7,775.0
213.04,460.67,2382.9,754.6,787.6,761.6
213.04,460.67,2378.0,823.1,769.0,694.2
213.04,460.68,2387.8,782.3,777.5,732.0
213.04,460.69,2375.7,751.0,771.7,772.3
213.04,460.7,2396.7,740.0,777.1,809.4
213.04,460.7,2397.9,764.2,764.1,769.2
213.05,460.71,2403.5,799.3,794.9,697.2
213.05,460.72,2398.4,829.4,763.8,737.5
213.05,460.72,2395.0,741.7,772.6,809.0
213.05,460.72,2389.2,783.2,728.2,792.5
213.05,460.73,2393.0,796.9,758.4,774.3
213.05,460.73,2394.6,791.2,770.2,759.5
213.06,460.74,2387.7,799.6,772.9,739.2
213.06,460.74,2392.0,779.1,763.7,768.2
213.06,460.75,2400.5,808.3,725.7,791.1
213.06,460.75,2398.9,798.2,800.0,729.8
213.06,460.75,2398.6,732.3,811.3,780.0
213.06,460.75,2378.5,751.8,774.2,776.2
213.06,460.75,2412.0,762.9,797.6,769.1
213.07,460.76,2406.6,743.5,817.3,778.9
213.07,460.77,2405.7,765.3,792.5,758.8
213.07,460.77,2407.9,795.4,758.4,779.8
213.07,460.78,2415.5,795.1,765.7,761.7
213.08,460.78,2428.0,734.4,777.2,818.5
213.08,460.79,2410.3,817.3,745.6,769.2
213.08,460.79,2439.9,756.2,817.5,767.3
213.08,460.79,2451.0,772.8,796.7,797.0
213.08,460.82,2449.0,783.7,813.4,783.2
213.09,460.82,2470.3,802.1,820.8,771.3
213.09,460.85,2458.7,813.9,805.1,781.0
213.1,460.86,2462.8,793.5,805.6,778.2
213.1,460.86,2487.8,765.5,799.2,822.6
213.1,460.86,2498.7,810.0,802.9,792.5
213.1,460.88,2483.9,788.8,787.9,829.4
213.1,460.89,2487.3,796.8,790.6,828.8
213.1,460.9,2496.0,777.4,810.8,809.8
213.11,460.9,2500.4,803.0,853.4,760.5
213.11,460.9,2516.5,810.4,819.8,800.7
213.11,460.91,2516.8,796.8,836.6,812.1
213.11,460.91,2522.7,843.8,761.8,829.7
213.11,460.92,2545.8,821.2,848.7,794.3
213.11,460.93,2537.2,811.0,838.9,805.7
213.11,460.93,2556.0,834.8,842.7,780.5
213.12,460.93,2567.2,822.7,810.7,836.0
213.12,460.94,2579.7,859.3,814.7,806.1
213.12,460.96,2569.1,851.8,823.9,804.0
213.12,460.96,2590.9,828.3,814.1,842.2
213.12,460.97,2569.8,843.3,846.1,807.0
213.12,460.97,2567.0,821.4,799.6,864.1
213.12,460.97,2584.6,892.3,832.0,770.1
213.12,460.98,2588.0,822.5,790.0,880.8
213.12,460.98,2569.0,829.3,812.1,837.8
213.12,460.98,2591.5,828.1,850.1,826.7
213.12,460.99,2573.8,840.5,843.1,814.8
213.13,461.0,2582.9,834.1,814.8,833.0
213.13,461.0,2582.1,878.5,830.0,802.5
213.13,461.0,2582.9,826.6,861.5,816.1
213.13,461.02,2604.1,785.4,852.1,863.1
213.14,461.02,2586.8,885.2,840.5,780.7
213.14,461.02,2606.4,871.4,813.5,826.8
213.14,461.03,2613.2,819.1,813.7,875.7
213.14,461.03,2632.1,904.2,825.1,814.5
213.14,461.03,2610.9,825.4,857.0,843.2
213.14,461.03,2645.5,823.3,883.3,837.9
213.15,461.04,2616.2,869.1,822.7,832.2
213.15,461.04,2639.4,825.3,901.0,826.4
213.15,461.04,2653.0,831.6,856.4,878.1
213.15,461.05,2653.3,822.9,836.9,895.0
213.15,461.05,2666.5,828.1,916.6,830.0
213.16,461.06,2647.9,879.8,862.5,816.9
213.16,461.06,2652.0,841.6,876.0,852.5
213.16,461.07,2667.0,827.4,881.7,862.7
213.16,461.07,2683.2,885.2,851.7,843.2
213.16,461.08,2679.1,818.1,882.3,864.8
213.16,461.09,2680.8,885.8,862.4,837.1
213.16,461.1,2696.3,908.0,882.3,806.6
213.16,461.1,2690.7,859.4,900.1,843.1
213.16,461.11,2701.4,886.5,865.2,852.5
213.17,461.11,2689.7,880.6,893.4,833.4
213.17,461.12,2695.8,870.0,882.4,862.2
213.17,461.14,2701.1,856.6,846.3,891.2
213.18,461.15,2696.2,864.9,902.6,828.2
213.18,461.16,2719.3,859.2,884.6,861.6
213.18,461.17,2715.7,863.0,879.3,873.4
213.18,461.17,2697.2,799.2,860.9,965.9
213.18,461.18,2705.3,884.1,870.1,878.6
213.18,461.18,2732.0,887.1,880.6,862.9
213.18,461.19,2730.5,858.4,872.7,909.5
213.19,461.19,2723.6,896.5,896.7,843.5
213.19,461.2,2728.7,829.8,952.4,853.2
213.2,461.2,2731.0,826.5,909.6,914.0
213.2,461.2,2726.1,848.1,932.2,873.8
213.2,461.2,2732.2,892.5,883.1,865.7
213.2,461.2,2739.3,886.5,873.8,889.0
213.2,461.2,2764.0,914.6,859.7,891.0
213.2,461.21,2753.7,897.4,868.8,877.8
213.2,461.21,2752.5,871.2,875.2,918.8
213.2,461.21,2753.4,894.0,884.2,890.4
213.2,461.22,2746.9,864.9,879.3,910.5
213.2,461.23,2778.1,873.4,901.4,880.2
213.2,461.24,2781.4,892.8,890.6,894.7
213.2,461.25,2788.7,852.1,938.5,889.8
213.21,461.26,2778.4,877.7,880.8,936.6
213.21,461.26,2793.3,847.5,890.7,952.6
213.21,461.27,2813.7,875.6,929.1,910.8
213.21,461.27,2797.1,882.1,901.4,911.9
213.21,461.27,2798.7,969.0,903.5,832.3
213.21,461.28,2792.8,938.4,899.5,858.9
213.21,461.29,2814.6,922.4,913.3,884.2
213.22,461.3,2809.1,929.5,901.0,883.5
213.22,461.3,2798.2,902.7,900.3,909.2
213.22,461.3,2809.7,904.3,931.1,897.3
213.22,461.3,2827.3,919.6,923.8,890.9
213.22,461.3,2835.6,936.3,911.8,886.8
213.22,461.3,2830.4,915.1,927.3,891.3
213.22,461.3,2828.6,933.8,935.3,866.2
213.22,461.31,2835.6,926.6,903.5,890.0
213.22,461.31,2823.2,937.7,907.4,892.2
213.23,461.31,2849.4,882.3,897.6,959.9
213.23,461.33,2857.5,879.1,967.1,888.4
213.23,461.35,2849.6,948.2,922.7,872.6
213.23,461.35,2851.0,931.5,953.1,883.7
213.23,461.36,2859.8,929.3,942.6,896.8
213.24,461.36,2866.4,946.7,900.1,926.0
213.24,461.37,2874.6,892.8,984.5,896.0
213.24,461.37,2858.9,940.5,924.8,909.3
213.24,461.37,2876.0,928.1,934.3,922.4
213.25,461.38,2865.4,881.0,960.5,934.5
213.25,461.38,2876.8,891.8,958.4,943.1
213.25,461.38,2894.7,955.7,910.9,934.7
213.25,461.38,2887.1,922.8,924.1,938.9
213.25,461.38,2893.0,944.0,911.9,925.4
213.25,461.39,2904.9,931.5,896.1,961.2
213.25,461.4,2918.2,925.9,929.9,951.7
213.26,461.4,2911.0,905.2,942.0,965.6
213.26,461.4,2906.9,920.5,978.9,922.0
213.26,461.4,2919.4,892.1,952.7,962.3
213.26,461.41,2919.1,894.4,982.6,951.8
213.26,461.41,2935.5,939.6,971.7,890.0
213.26,461.41,2921.6,983.6,938.0,905.4
213.27,461.41,2945.5,917.6,973.9,938.6
213.27,461.41,2943.1,917.5,938.3,984.8
213.27,461.42,2942.3,954.7,933.9,948.4
213.27,461.42,2936.2,946.2,988.5,908.2
213.27,461.42,2952.9,946.4,967.3,953.4
213.27,461.42,2949.1,955.9,969.5,941.0
213.27,461.43,2968.0,970.0,911.5,980.3
213.28,461.43,2946.6,931.8,940.3,982.4
213.28,461.44,2945.0,977.4,960.7,911.8
213.28,461.45,2949.2,939.6,944.8,970.3
213.28,461.45,2965.5,945.5,971.5,950.7
213.28,461.46,2980.1,971.5,938.5,959.2
213.28,461.46,2980.7,980.1,998.9,901.7
213.28,461.46,2967.1,882.1,991.6,984.1
213.29,461.48,2971.4,970.0,911.9,976.7
213.29,461.48,2992.0,972.9,910.8,994.8
213.29,461.48,2979.4,921.5,943.6,1000.6
213.29,461.49,2983.7,961.4,969.3,951.3
213.29,461.49,2985.8,954.9,972.3,964.8
213.29,461.5,2982.7,993.2,980.7,928.0
213.29,461.5,2979.3,959.5,977.3,955.5
213.3,461.5,3017.3,972.4,955.4,967.0
213.3,461.5,2992.8,963.3,944.4,974.6
213.3,461.5,2999.3,961.4,1018.6,931.7
213.3,461.5,3022.3,985.7,980.6,956.7
213.3,461.5,3019.4,1016.5,961.7,953.8
213.3,461.51,3023.0,927.5,1025.8,969.1
213.3,461.52,3021.6,940.0,1025.9,956.2
213.3,461.52,3024.5,1019.0,947.1,969.0
213.3,461.53,3028.7,883.7,1034.1,1001.2
213.3,461.54,3029.1,930.5,1064.8,918.3
213.3,461.54,3033.5,984.0,1001.9,938.9
213.3,461.54,3031.2,996.1,959.2,969.4
213.3,461.54,3060.8,1046.2,967.8,949.3
213.31,461.55,3053.1,969.4,971.3,1012.7
213.31,461.55,3061.3,947.5,975.4,1024.6
213.31,461.55,3046.0,1066.1,973.7,916.6
213.31,461.56,3075.1,943.4,974.1,1059.5
213.31,461.56,3078.3,958.2,1000.2,1021.9
213.31,461.56,3070.0,940.6,1010.7,1010.4
213.31,461.57,3072.4,1026.9,982.2,971.7
213.31,461.57,3095.9,1014.3,1002.2,957.5
213.32,461.57,3090.2,945.9,960.1,1047.6
213.32,461.57,3080.2,980.2,1022.9,976.4
213.32,461.59,3086.4,1026.7,1025.1,933.6
213.32,461.59,3100.7,1019.2,1015.7,965.1
213.32,461.6,3113.3,1000.9,955.2,1057.6
213.32,461.6,3095.7,1054.8,994.7,943.1
213.32,461.6,3110.6,964.1,1067.0,964.3
213.32,461.6,3111.7,965.9,1047.3,1016.7
213.33,461.6,3122.3,952.0,979.2,1064.6
213.33,461.6,3117.8,988.4,1043.2,966.0
213.33,461.61,3130.3,983.5,1041.2,1000.3
213.33,461.61,3120.0,990.9,1024.3,1016.4
213.33,461.61,3123.8,995.5,1017.4,1012.1
213.33,461.61,3133.8,1013.4,993.5,1021.8
213.33,461.62,3122.9,1015.7,1004.4,1010.3
213.33,461.62,3132.5,1023.6,1011.9,1004.6
213.33,461.63,3139.1,1020.6,1012.1,997.6
213.33,461.64,3137.9,988.2,1066.8,966.9
213.33,461.64,3146.3,954.5,1082.0,1014.8
213.34,461.65,3144.6,1023.1,998.7,1014.0
213.34,461.67,3144.3,993.3,1013.2,1022.3
213.34,461.68,3163.9,1020.0,1042.6,987.9
213.34,461.69,3179.9,1073.6,953.0,1007.0
213.34,461.69,3175.9,1000.8,1058.6,1019.1
213.34,461.69,3184.3,955.3,1119.8,982.5
213.34,461.69,3179.0,1006.2,1040.7,1017.4
213.34,461.71,3177.4,999.8,1031.0,1025.5
213.34,461.71,3184.1,1027.1,1014.6,1030.9
213.34,461.71,3188.4,970.3,1043.1,1079.9
213.34,461.72,3188.8,1051.4,1065.0,965.7
213.34,461.72,3190.2,1022.8,1043.8,1030.1
213.34,461.73,3209.5,977.6,1005.7,1110.2
213.35,461.73,3221.8,1037.8,1095.0,992.2
213.35,461.74,3226.6,1051.1,1052.2,1012.7
213.36,461.74,3208.2,989.4,1042.9,1073.7
213.36,461.74,3231.4,1018.6,1030.0,1070.3
213.36,461.75,3230.8,1044.1,1020.2,1041.9
213.36,461.75,3231.0,1027.7,1034.8,1046.2
213.36,461.76,3227.1,1046.6,1068.2,987.7
213.36,461.76,3243.5,1071.8,996.9,1063.8
213.36,461.77,3232.6,1061.6,1042.0,1047.9
213.36,461.78,3252.0,1051.9,1119.7,987.6
213.37,461.78,3245.4,1098.6,991.6,1050.0
213.37,461.78,3257.7,1067.9,1072.7,1008.4
213.37,461.78,3259.9,1062.9,1033.6,1051.9
213.37,461.78,3251.5,1032.9,1033.2,1087.6
213.37,461.79,3255.1,996.0,1051.0,1107.3
213.37,461.79,3248.9,1054.7,1078.6,1007.6
213.37,461.79,3261.1,1058.4,1099.2,1000.4
213.38,461.8,3251.2,1045.7,1058.8,1049.4
213.38,461.8,3262.1,1062.8,1059.7,1042.8
213.38,461.8,3235.1,1037.8,1081.0,1011.8
213.38,461.8,3283.3,1055.9,1088.7,1001.3
213.38,461.8,3277.0,1047.4,1057.6,1065.4
213.38,461.81,3274.8,1039.6,1122.0,1018.4
213.38,461.82,3307.9,1069.7,1042.0,1077.0
213.38,461.83,3282.2,1041.5,1100.2,1035.1
213.38,461.83,3276.0,1111.7,1037.8,1039.6
213.38,461.83,3299.2,1099.3,1064.1,1032.6
213.39,461.83,3311.7,1011.6,1080.1,1100.3
213.39,461.83,3309.0,1065.8,1029.6,1119.3
213.39,461.84,3300.0,1118.7,1047.8,1043.0
213.39,461.84,3312.9,1084.1,1049.5,1070.6
213.39,461.85,3315.0,1039.6,1103.8,1078.9
213.39,461.85,3320.2,1075.5,1054.0,1085.4
213.39,461.86,3334.1,1048.3,1077.6,1090.1
213.39,461.86,3330.4,1057.9,1086.5,1055.5
213.4,461.87,3340.7,1101.6,1082.2,1025.5
213.4,461.87,3336.7,1064.9,1045.9,1108.7
213.4,461.87,3331.7,1011.3,1119.2,1089.1
213.4,461.87,3328.9,1100.9,1050.8,1073.8
213.4,461.88,3333.0,1034.3,1098.4,1083.6
213.4,461.88,3333.6,1030.1,1078.6,1106.3
213.4,461.88,3321.9,1094.4,1075.9,1054.4
213.4,461.89,3335.0,1103.8,1033.9,1092.8
213.4,461.89,3348.0,1119.7,1115.2,1010.7
213.4,461.9,3348.2,1070.3,1139.9,1048.5
213.4,461.9,3349.9,1039.0,1095.7,1109.0
213.4,461.9,3340.8,1062.0,1136.7,1033.1
213.41,461.9,3345.7,1069.4,1095.3,1069.6
213.41,461.9,3388.8,1109.0,1078.8,1093.8
213.41,461.92,3372.1,1041.3,1090.8,1133.9
213.41,461.92,3372.9,1094.7,1101.9,1061.1
213.41,461.92,3350.9,1043.7,1063.3,1150.0
213.41,461.92,3384.3,1075.5,1089.7,1090.1
213.41,461.92,3360.1,1032.7,1124.8,1109.5
213.41,461.93,3371.7,1108.4,1103.6,1053.0
213.41,461.93,3384.0,1171.8,1097.7,1015.3
213.41,461.93,3386.5,1081.1,1091.2,1102.0
213.42,461.94,3394.6,1136.9,1104.0,1043.6
213.42,461.94,3391.1,1074.0,1143.4,1075.5
213.42,461.94,3409.9,1063.7,1101.4,1110.9
213.42,461.95,3401.9,1063.0,1114.7,1090.4
213.42,461.95,3407.1,1091.9,1105.2,1089.7
213.42,461.95,3405.4,1058.3,1145.5,1076.7
213.42,461.95,3404.2,1142.7,1124.1,1031.5
213.42,461.95,3402.3,1080.8,1135.3,1086.4
213.43,461.95,3416.4,1077.5,1114.1,1097.8
213.43,461.97,3415.1,1110.0,1098.7,1091.8
213.43,461.97,3421.4,1139.0,1110.2,1034.3
213.43,461.98,3428.0,1162.1,1114.6,1034.9
213.43,461.98,3415.6,1127.1,1093.7,1066.5
213.43,461.99,3423.5,1078.9,1129.4,1106.5
213.43,461.99,3408.9,1101.6,1079.6,1143.7
213.43,462.0,3426.0,1186.5,1109.5,1012.2
213.44,462.0,3424.6,1192.3,1120.9,1003.7
213.44,462.0,3427.0,1086.7,1173.4,1045.8
213.44,462.0,3416.1,1138.7,1081.8,1084.7
213.44,462.0,3443.9,1147.0,1085.3,1076.6
213.45,462.0,3444.0,1080.3,1087.7,1157.8
213.45,462.01,3460.8,1102.7,1121.2,1123.7
213.45,462.02,3468.8,1168.8,1117.2,1078.4
213.45,462.02,3468.6,1148.2,1121.4,1083.3
213.45,462.03,3458.0,1202.7,1127.0,1036.6
213.45,462.04,3463.0,1147.6,1098.8,1107.3
213.45,462.05,3480.6,1162.7,1160.5,1048.4
213.45,462.05,3483.5,1112.6,1118.6,1119.7
213.46,462.05,3478.6,1062.0,1154.2,1138.7
213.46,462.05,3467.1,1199.1,1120.5,1057.4
213.46,462.06,3497.6,1103.2,1181.2,1094.4
213.46,462.06,3490.2,1153.4,1045.4,1169.8
213.46,462.08,3484.2,1100.0,1173.9,1090.6
213.46,462.08,3499.6,1135.1,1152.6,1073.0
213.47,462.08,3491.6,1095.3,1203.9,1087.4
213.47,462.08,3500.1,1163.0,1096.5,1128.1
213.47,462.09,3487.5,1106.0,1124.9,1154.9
213.47,462.1,3501.0,1161.1,1118.9,1115.8
213.47,462.1,3507.7,1141.8,1170.9,1100.0
213.47,462.1,3492.7,1120.8,1121.3,1135.3
213.47,462.1,3506.4,1136.1,1119.3,1117.5
213.47,462.11,3504.4,1117.8,1101.7,1176.3
213.48,462.11,3507.7,1115.9,1076.9,1190.8
213.48,462.11,3517.3,1071.8,1194.0,1130.0
213.48,462.12,3518.1,1110.7,1214.1,1091.7
213.48,462.12,3508.0,1146.5,1188.9,1050.6
213.49,462.13,3506.1,1078.0,1130.7,1186.8
213.49,462.14,3519.2,1124.3,1122.5,1144.9
213.49,462.14,3527.4,1166.4,1135.7,1103.2
213.49,462.14,3519.1,1201.5,1108.1,1081.6
213.5,462.15,3526.5,1165.3,1106.2,1134.6
213.5,462.15,3543.5,1167.0,1239.8,1034.3
213.5,462.15,3549.1,1145.1,1177.9,1100.1
213.5,462.16,3569.5,1104.1,1166.2,1181.4
213.5,462.16,3586.9,1225.3,1141.3,1092.5
213.5,462.16,3571.0,1142.4,1145.9,1164.2
213.5,462.16,3598.3,1158.4,1144.1,1202.3
213.5,462.17,3580.4,1056.8,1216.9,1182.1
213.51,462.18,3571.4,1071.3,1166.9,1227.6
213.51,462.18,3597.6,1238.3,1190.2,1060.2
213.51,462.18,3593.4,1124.4,1235.8,1117.3
213.51,462.19,3617.9,1136.3,1225.3,1140.0
213.51,462.19,3611.7,1211.1,1164.8,1108.3
213.51,462.19,3614.6,1173.7,1132.9,1192.7
213.51,462.19,3639.5,1145.4,1207.2,1165.5
213.51,462.19,3635.0,1196.7,1145.1,1152.1
213.51,462.2,3650.7,1220.1,1188.7,1116.6
213.51,462.2,3638.3,1139.4,1233.5,1138.4
213.51,462.2,3634.0,1066.6,1205.5,1255.5
213.52,462.21,3640.3,1195.5,1127.2,1177.9
213.52,462.21,3660.2,1246.2,1189.2,1100.4
213.52,462.21,3667.7,1142.6,1241.4,1160.1
213.52,462.22,3665.1,1146.9,1186.0,1215.0
213.52,462.22,3676.1,1190.7,1130.4,1203.3
213.52,462.22,3672.4,1249.3,1170.6,1157.5
213.53,462.22,3680.2,1202.5,1189.1,1158.0
213.53,462.23,3666.0,1144.7,1197.8,1191.5
213.53,462.23,3648.5,1157.6,1112.0,1267.3
213.53,462.24,3669.9,1203.0,1190.1,1160.7
213.53,462.24,3674.1,1163.8,1222.9,1154.7
213.53,462.24,3654.9,1153.3,1195.5,1198.8
213.53,462.24,3666.8,1167.0,1234.2,1151.8
213.53,462.24,3669.0,1169.8,1182.8,1193.5
213.53,462.25,3677.9,1187.2,1163.1,1209.7
213.54,462.26,3671.9,1211.8,1189.5,1169.8
213.54,462.26,3696.4,1267.6,1145.8,1158.3
213.54,462.26,3690.3,1209.2,1270.6,1108.3
213.54,462.27,3706.8,1244.0,1161.7,1180.9
213.54,462.27,3687.2,1219.9,1202.1,1161.7
213.54,462.29,3724.9,1253.9,1205.7,1116.2
213.54,462.3,3712.5,1223.7,1205.1,1153.0
213.54,462.3,3721.0,1190.5,1261.3,1128.5
213.54,462.3,3718.8,1231.9,1231.3,1152.1
213.54,462.3,3704.9,1236.3,1182.5,1179.4
213.54,462.3,3732.8,1190.1,1177.2,1245.5
213.55,462.31,3732.4,1227.5,1224.7,1147.5
213.55,462.32,3732.3,1188.1,1225.4,1188.5
213.55,462.32,3734.8,1199.9,1162.4,1255.9
213.55,462.32,3733.2,1245.2,1178.3,1178.2
213.56,462.33,3711.9,1118.6,1203.3,1268.4
213.56,462.35,3725.5,1179.9,1191.8,1234.7
213.56,462.35,3739.6,1244.7,1190.8,1144.0
213.56,462.35,3747.8,1245.5,1237.3,1144.7
213.56,462.36,3720.4,1168.9,1230.5,1205.7
213.56,462.37,3743.0,1184.9,1211.3,1213.9
213.56,462.38,3739.7,1204.7,1230.2,1188.7
213.57,462.38,3742.4,1191.8,1214.6,1202.9
213.57,462.38,3756.2,1229.3,1186.2,1194.9
213.57,462.38,3749.7,1204.8,1220.7,1182.8
213.58,462.39,3743.8,1178.2,1176.2,1273.3
213.58,462.39,3757.3,1261.6,1194.9,1171.8
213.58,462.39,3762.0,1197.1,1246.1,1183.6
213.58,462.4,3771.6,1232.8,1210.5,1185.9
213.58,462.4,3765.1,1245.0,1211.3,1197.4
213.58,462.4,3789.8,1248.6,1181.5,1236.7
213.58,462.4,3775.4,1269.3,1248.5,1128.9
213.58,462.4,3780.9,1296.6,1183.4,1178.1
213.59,462.41,3808.9,1232.7,1195.4,1242.2
213.59,462.41,3810.2,1204.4,1216.9,1267.9
213.59,462.42,3806.4,1213.7,1196.6,1260.4
213.59,462.42,3810.1,1191.6,1303.3,1191.2
213.59,462.42,3835.8,1228.4,1243.8,1235.6
213.59,462.42,3835.1,1210.5,1274.7,1213.8
213.59,462.42,3825.0,1223.7,1193.1,1261.4
213.59,462.43,3833.8,1257.9,1261.1,1193.6
213.59,462.44,3825.4,1185.2,1240.4,1276.0
213.59,462.44,3819.8,1229.8,1209.0,1259.8
213.59,462.45,3845.3,1219.3,1284.2,1165.4
213.59,462.46,3839.2,1229.9,1272.1,1213.6
213.59,462.47,3839.1,1187.7,1275.8,1247.3
213.6,462.47,3860.4,1178.4,1317.7,1246.9
213.6,462.47,3864.7,1149.6,1201.3,1343.7
213.6,462.49,3877.5,1356.0,1234.2,1157.9
213.6,462.49,3893.0,1266.0,1233.2,1235.4
213.6,462.49,3901.6,1251.3,1313.9,1190.8
213.6,462.5,3893.1,1195.9,1307.7,1266.1
213.6,462.5,3900.3,1219.7,1314.9,1226.9
213.6,462.5,3902.4,1268.8,1248.4,1226.3
213.6,462.51,3894.6,1219.0,1318.9,1224.4
213.6,462.51,3909.2,1264.0,1287.3,1225.1
213.6,462.51,3906.4,1178.3,1343.4,1212.7
213.6,462.52,3895.3,1220.4,1280.6,1276.5
213.6,462.52,3903.3,1223.7,1278.3,1272.2
213.61,462.52,3905.1,1317.2,1246.1,1225.0
213.61,462.53,3903.2,1259.8,1291.6,1220.9
213.61,462.53,3911.5,1302.1,1269.5,1203.0
213.61,462.53,3948.2,1189.3,1274.5,1321.0
213.61,462.53,3930.3,1180.2,1225.8,1382.2
213.61,462.54,3924.5,1255.2,1314.1,1216.8
213.61,462.55,3934.9,1271.6,1262.0,1254.4
213.61,462.55,3915.1,1260.8,1296.7,1246.9
213.61,462.55,3924.0,1335.0,1298.4,1163.9
213.61,462.56,3941.1,1178.0,1275.9,1339.9
213.61,462.57,3919.3,1248.0,1296.6,1236.6
213.61,462.57,3933.0,1247.9,1278.2,1264.3
213.61,462.58,3933.9,1272.3,1253.1,1280.8
213.61,462.58,3943.1,1304.0,1228.0,1259.0
213.62,462.58,3948.8,1218.3,1345.1,1251.7
213.62,462.58,3956.1,1196.4,1250.4,1355.0
213.62,462.58,3976.9,1303.4,1303.4,1239.1
213.62,462.59,3963.8,1317.9,1288.7,1234.0
213.62,462.6,3949.7,1201.7,1346.6,1259.9
213.62,462.6,3938.5,1299.0,1232.3,1278.4
213.62,462.6,3941.5,1220.9,1299.8,1309.1
213.63,462.6,3949.8,1358.0,1269.6,1218.1
213.63,462.6,3966.3,1241.7,1261.7,1326.6
213.63,462.6,3968.6,1177.2,1401.8,1268.8
213.63,462.61,3971.2,1244.4,1319.0,1282.0
213.63,462.61,3985.9,1236.0,1292.3,1329.8
213.63,462.62,3960.6,1302.4,1295.5,1252.7
213.64,462.63,3985.8,1237.4,1291.6,1331.4
213.64,462.64,3993.7,1383.2,1269.9,1207.9
213.64,462.64,3976.0,1324.3,1287.1,1236.8
213.64,462.64,3993.4,1270.5,1331.3,1266.6
213.64,462.65,4032.0,1269.1,1288.4,1331.8
213.64,462.65,4010.9,1314.3,1306.0,1268.4
213.64,462.65,4035.8,1293.9,1268.2,1324.5
213.64,462.65,4041.7,1307.4,1293.1,1272.0
213.64,462.66,4038.2,1293.5,1307.1,1285.4
